ID_SECCION,NOMBRE,ANIO,CICLO,CURSO_ID_CURSO,DOCENTE_ID_DOCENTE,CUPO,ESTADO
800453,H,2021,5,248,1085,62,CERRADA
802244,12,2021,5,249,1086,40,CERRADA
802253,M+,2021,5,254,1089,51,CERRADA
800462,N1,2021,5,282,1094,55,CERRADA
801202,S-,2021,5,289,1834,31,CERRADA
801204,X,2021,5,302,1836,30,CERRADA
802305,P4,2021,5,314,1106,50,CERRADA
801941,_F,2021,5,314,2573,43,CERRADA
800107,M1,2021,5,316,1106,47,CERRADA
802324,E3,2021,5,332,1111,42,CERRADA
800488,07,2021,5,360,1120,58,CERRADA
802392,H3,2021,5,388,1133,49,CERRADA
802425,N2,2021,5,416,1144,34,CERRADA
802444,D1,2021,5,430,1150,39,CERRADA
800151,_4,2021,5,432,1150,39,CERRADA
800520,O-,2021,5,434,1152,47,CERRADA
802545,P-,2021,5,520,1181,52,CERRADA
800557,D,2021,5,585,1189,64,CERRADA
802595,13,2021,5,612,1198,33,CERRADA
803180,B3,2021,5,612,2504,40,CERRADA
800197,1-,2021,5,613,1196,51,CERRADA
800569,K,2021,5,634,1201,59,CERRADA
802618,D5,2021,5,637,1203,60,CERRADA
802627,01,2021,5,639,1208,54,CERRADA
800950,C,2021,5,655,1582,54,CERRADA
802683,M3,2021,5,664,1224,40,CERRADA
800959,F3,2021,5,665,1591,48,CERRADA
800602,1+,2021,5,702,1234,62,CERRADA
802718,_N,2021,5,702,1235,53,CERRADA
801718,_M,2021,5,736,2350,55,CERRADA
802769,05,2021,5,738,1251,47,CERRADA
800252,F2,2021,5,739,1251,42,CERRADA
801358,K1,2021,5,771,1990,33,CERRADA
802791,D4,2021,5,772,1257,63,CERRADA
802803,X,2021,5,775,1263,52,CERRADA
801005,B-,2021,5,788,1637,30,CERRADA
802870,N3,2021,5,870,1283,32,CERRADA
801020,K1,2021,5,964,1652,52,CERRADA
800298,Q-,2021,5,1025,1297,56,CERRADA
802925,2,2021,5,1056,1299,33,CERRADA
800667,B-,2021,5,1056,1299,37,CERRADA
800301,R-,2021,5,1059,1300,32,CERRADA
800670,D+,2021,5,1065,1302,43,CERRADA
800306,S-,2021,5,1076,1305,65,CERRADA
803003,_F,2021,5,2035,1324,36,CERRADA
803015,D,2021,5,3118,1327,63,CERRADA
803047,10,2021,5,3710,1337,33,CERRADA
803060,3,2021,5,5010,1341,62,CERRADA
800710,.Q,2021,5,5011,1342,36,CERRADA
800717,15,2021,5,7913,1349,32,CERRADA
800722,A2,2021,5,7983,1354,51,CERRADA
801982,A,2021,6,9,1005,35,CERRADA
800008,.K,2021,6,14,1007,35,CERRADA
801482,R-,2021,6,28,2114,26,CERRADA
802100,5,2021,6,152,1041,38,CERRADA
801523,G1,2021,6,206,2155,36,CERRADA
800442,B1,2021,6,236,1074,38,CERRADA
801552,.E,2021,6,245,2184,44,CERRADA
802328,.K,2021,6,335,1113,25,CERRADA
800887,4,2021,6,434,1519,37,CERRADA
801627,C1,2021,6,450,2259,34,CERRADA
802509,L,2021,6,476,1169,23,CERRADA
800948,B,2021,6,653,1580,44,CERRADA
801341,A-,2021,6,710,1973,37,CERRADA
802837,A,2021,6,789,1272,29,CERRADA
802839,15,2021,6,790,1272,45,CERRADA
802853,E2,2021,6,796,1277,31,CERRADA
800277,M2,2021,6,796,1276,45,CERRADA
801017,H2,2021,6,879,1649,45,CERRADA
802884,F1,2021,6,966,1286,31,CERRADA
800661,2,2021,6,975,1293,32,CERRADA
802909,I,2021,6,980,1294,45,CERRADA
801774,_L,2021,6,1076,2406,20,CERRADA
800341,.C,2021,6,5008,1340,23,CERRADA
800716,12,2021,6,7905,1348,30,CERRADA
801087,R,2021,6,7981,1719,29,CERRADA
801821,S,2021,6,7981,2453,42,CERRADA
803107,B2,2021,6,7984,1358,31,CERRADA
801830,_K,2021,6,7991,2462,40,CERRADA
802132,.P,2021,7,201,1051,28,CERRADA
801927,N2,2021,7,262,2559,35,CERRADA
801574,E,2021,7,314,2206,34,CERRADA
800845,F+,2021,7,324,1477,29,CERRADA
802364,6+,2021,7,364,1125,17,CERRADA
802384,P+,2021,7,382,1130,19,CERRADA
800135,S,2021,7,392,1134,27,CERRADA
800155,_D,2021,7,437,1154,18,CERRADA
800190,05,2021,7,585,1189,17,CERRADA
802658,11,2021,7,655,1217,26,CERRADA
802732,E3,2021,7,708,1240,21,CERRADA
800987,_Q,2021,7,767,1619,26,CERRADA
801725,.U,2021,7,771,2357,35,CERRADA
801056,4,2021,7,2013,1688,24,CERRADA
800690,P-,2021,7,2025,1322,18,CERRADA
803017,6+,2021,7,3118,1329,20,CERRADA
801437,_O,2021,7,3664,2069,15,CERRADA
800374,03,2021,8,11,1006,22,CERRADA
801994,Y,2021,8,17,1008,25,CERRADA
802004,D1,2021,8,22,1011,18,CERRADA
800746,P+,2021,8,22,1378,19,CERRADA
802041,Z1,2021,8,75,1024,24,CERRADA
800033,14,2021,8,112,1032,27,CERRADA
800812,_3,2021,8,239,1444,25,CERRADA
800839,D+,2021,8,311,1471,17,CERRADA
802419,D3,2021,8,412,1143,24,CERRADA
800510,H2,2021,8,416,1142,17,CERRADA
801634,F-,2021,8,460,2266,30,CERRADA
803150,O,2022,1,10,2074,58,CERRADA
802076,_L,2022,1,114,1035,52,CERRADA
802117,Z1,2022,1,173,1047,42,CERRADA
802144,A+,2022,1,208,1055,35,CERRADA
801160,.O,2022,1,211,1792,53,CERRADA
802159,M1,2022,1,212,1061,62,CERRADA
802180,F-,2022,1,221,1066,45,CERRADA
801903,8,2022,1,222,2535,51,CERRADA
800436,3,2022,1,224,1068,40,CERRADA
802204,.E,2022,1,235,1075,42,CERRADA
801184,F2,2022,1,244,1816,51,CERRADA
801919,I,2022,1,245,2551,41,CERRADA
801186,H2,2022,1,246,1818,39,CERRADA
800465,P1,2022,1,285,1097,61,CERRADA
802288,E3,2022,1,289,1100,41,CERRADA
801570,C+,2022,1,300,2202,50,CERRADA
802299,.K,2022,1,307,1104,58,CERRADA
800482,.F,2022,1,348,1114,39,CERRADA
801223,12,2022,1,361,1855,49,CERRADA
800490,10,2022,1,362,1122,48,CERRADA
800867,Z,2022,1,388,1499,62,CERRADA
801240,F1,2022,1,409,1872,48,CERRADA
801610,.L,2022,1,414,2242,58,CERRADA
802421,U,2022,1,414,1142,40,CERRADA
802455,Q+,2022,1,434,1152,58,CERRADA
800539,.I,2022,1,486,1171,54,CERRADA
800559,D4,2022,1,603,1191,53,CERRADA
800561,E1,2022,1,608,1193,58,CERRADA
800562,E4,2022,1,610,1194,61,CERRADA
803143,F1,2022,1,620,2525,55,CERRADA
800568,J,2022,1,632,1200,62,CERRADA
802625,S,2022,1,639,1206,59,CERRADA
802637,M3,2022,1,644,1209,62,CERRADA
802674,12,2022,1,660,1222,39,CERRADA
800224,B2,2022,1,664,1223,43,CERRADA
802698,15,2022,1,670,1228,44,CERRADA
800599,02,2022,1,676,1231,45,CERRADA
800234,D2,2022,1,700,1233,30,CERRADA
801339,6-,2022,1,707,1971,48,CERRADA
801340,9,2022,1,708,1972,48,CERRADA
801355,H2,2022,1,768,1987,38,CERRADA
800991,.O,2022,1,771,1623,64,CERRADA
800631,N1,2022,1,778,1263,37,CERRADA
802842,B3,2022,1,793,1273,30,CERRADA
801376,_A,2022,1,794,2008,50,CERRADA
800279,M4,2022,1,798,1278,44,CERRADA
800288,O-,2022,1,967,1287,43,CERRADA
800673,E+,2022,1,1076,1305,42,CERRADA
801047,.N,2022,1,1101,1679,62,CERRADA
800689,O-,2022,1,2013,1321,35,CERRADA
801428,T+,2022,1,3116,2060,31,CERRADA
800333,_M,2022,1,3657,1332,43,CERRADA
800703,_J,2022,1,3664,1335,30,CERRADA
800707,.E,2022,1,5007,1339,37,CERRADA
803078,08,2022,1,7902,1348,44,CERRADA
800359,05,2022,1,7987,1358,58,CERRADA
801462,E-,2022,1,7989,2094,62,CERRADA
803141,D5,2022,1,9000,1367,31,CERRADA
801123,DM,2022,2,74,1755,44,CERRADA
800759,_I,2022,2,82,1391,43,CERRADA
801510,A-,2022,2,152,2142,28,CERRADA
801511,A3,2022,2,154,2143,29,CERRADA
802121,F1,2022,2,193,1049,45,CERRADA
802129,H2,2022,2,200,1051,28,CERRADA
801891,.I,2022,2,208,2523,35,CERRADA
802264,L+,2022,2,280,1093,32,CERRADA
802273,E1,2022,2,283,1096,23,CERRADA
801588,N+,2022,2,358,2220,23,CERRADA
802427,E+,2022,2,418,1144,24,CERRADA
802492,A+,2022,2,456,1165,45,CERRADA
801268,_O,2022,2,462,1900,24,CERRADA
800906,J,2022,2,486,1538,41,CERRADA
801656,Z1,2022,2,550,2288,45,CERRADA
801658,_B,2022,2,585,2290,34,CERRADA
802739,I1,2022,2,712,1243,41,CERRADA
800610,B,2022,2,720,1242,23,CERRADA
802776,E3,2022,2,767,1253,42,CERRADA
802786,.G,2022,2,770,1257,44,CERRADA
802809,D5,2022,2,777,1264,37,CERRADA
802821,.A,2022,2,781,1267,20,CERRADA
801372,U,2022,2,788,2004,29,CERRADA
800273,M,2022,2,790,1272,23,CERRADA
802965,H3,2022,2,1100,1312,38,CERRADA
800331,_K,2022,2,3606,1330,28,CERRADA
801815,O,2022,2,7902,2447,30,CERRADA
801082,N2,2022,2,7904,1714,27,CERRADA
800729,E,2022,2,7991,1361,39,CERRADA
803157,D+,2022,2,7994,1674,42,CERRADA
801833,.B,2022,2,7995,2465,22,CERRADA
801909,D,2022,3,235,2541,23,CERRADA
802289,R1,2022,3,289,1101,18,CERRADA
802309,03,2022,3,316,1107,16,CERRADA
800841,D5,2022,3,316,1473,35,CERRADA
802317,F+,2022,3,322,1109,30,CERRADA
802629,M-,2022,3,640,1207,30,CERRADA
802690,E3,2022,3,666,1227,33,CERRADA
801000,5,2022,3,780,1632,23,CERRADA
800633,P,2022,3,780,1265,22,CERRADA
801416,L-,2022,3,2002,2048,29,CERRADA
800326,_F,2022,3,3022,1325,25,CERRADA
803056,6,2022,3,5008,1340,26,CERRADA
803124,EI,2022,3,7991,1361,19,CERRADA
800366,1-,2022,3,7999,1365,27,CERRADA
802065,S-,2022,4,103,1031,24,CERRADA
801517,D5,2022,4,196,2149,28,CERRADA
802240,_R,2022,4,248,1085,25,CERRADA
802284,C+,2022,4,286,1100,25,CERRADA
802282,L+,2022,4,286,1098,17,CERRADA
802619,W,2022,4,637,1204,23,CERRADA
801314,S,2022,4,652,1946,26,CERRADA
800222,B-,2022,4,662,1221,19,CERRADA
800597,.P,2022,4,672,1229,21,CERRADA
801353,F2,2022,4,739,1985,20,CERRADA
802817,J2,2022,4,780,1266,20,CERRADA
802950,06,2022,4,1077,1308,18,CERRADA
800679,H2,2022,4,1100,1311,22,CERRADA
803000,Y,2022,4,2025,1323,25,CERRADA
801793,B,2022,4,2036,2425,19,CERRADA
801072,G,2022,4,3710,1704,23,CERRADA
800005,.F,2022,5,9,1004,40,CERRADA
800741,M-,2022,5,11,1373,43,CERRADA
800013,.Q,2022,5,27,1012,58,CERRADA
800014,.S,2022,5,28,1013,35,CERRADA
802039,P5,2022,5,75,1022,33,CERRADA
803172,F,2022,5,82,2122,51,CERRADA
802050,_N,2022,5,84,1027,49,CERRADA
802072,G1,2022,5,112,1033,55,CERRADA
802085,M1,2022,5,120,1037,50,CERRADA
801876,R+,2022,5,150,2508,32,CERRADA
802128,.I,2022,5,200,1050,49,CERRADA
800789,F-,2022,5,206,1421,44,CERRADA
800429,.T,2022,5,214,1061,46,CERRADA
802176,6+,2022,5,220,1065,58,CERRADA
801916,F1,2022,5,242,2548,62,CERRADA
802232,F,2022,5,244,1083,50,CERRADA
802251,O+,2022,5,252,1089,40,CERRADA
801197,P-,2022,5,283,1829,30,CERRADA
800467,Q-,2022,5,288,1099,60,CERRADA
801935,T+,2022,5,288,2567,51,CERRADA
802292,S-,2022,5,300,1101,62,CERRADA
801938,_1,2022,5,302,2570,30,CERRADA
802301,D2,2022,5,311,1104,44,CERRADA
801230,B+,2022,5,371,1862,51,CERRADA
802405,6-,2022,5,396,1137,55,CERRADA
801611,.P,2022,5,416,2243,55,CERRADA
802453,Z,2022,5,433,1152,63,CERRADA
800156,_E,2022,5,440,1155,50,CERRADA
800163,_L,2022,5,455,1162,34,CERRADA
802490,X,2022,5,456,1163,39,CERRADA
802534,A-,2022,5,510,1178,55,CERRADA
801650,Q-,2022,5,522,2282,59,CERRADA
802609,6+,2022,5,632,1201,36,CERRADA
802632,_I,2022,5,642,1208,57,CERRADA
802660,T+,2022,5,656,1216,61,CERRADA
802666,L-,2022,5,658,1218,36,CERRADA
800220,B,2022,5,659,1219,36,CERRADA
801327,.F,2022,5,666,1959,48,CERRADA
800964,K2,2022,5,672,1596,63,CERRADA
800968,N,2022,5,700,1600,49,CERRADA
801706,Q+,2022,5,707,2338,43,CERRADA
802730,R2,2022,5,708,1238,43,CERRADA
801712,Z,2022,5,722,2344,33,CERRADA
801716,_G,2022,5,734,2348,43,CERRADA
801721,.E,2022,5,767,2353,54,CERRADA
802836,07,2022,5,789,1271,65,CERRADA
802861,M2,2022,5,799,1279,42,CERRADA
802868,I1,2022,5,870,1281,64,CERRADA
802886,F3,2022,5,966,1288,49,CERRADA
801039,_D,2022,5,1074,1671,63,CERRADA
800307,T,2022,5,1077,1306,31,CERRADA
801780,.P,2022,5,1100,2412,43,CERRADA
801050,03,2022,5,2003,1682,30,CERRADA
801784,08,2022,5,2003,2416,52,CERRADA
802978,_F,2022,5,2003,1317,48,CERRADA
801055,15,2022,5,2009,1687,59,CERRADA
800328,_H,2022,5,3118,1327,42,CERRADA
801430,Y1,2022,5,3120,2062,44,CERRADA
803025,I2,2022,5,3606,1331,44,CERRADA
803028,11,2022,5,3656,1331,48,CERRADA
801441,.L,2022,5,5007,2073,53,CERRADA
800348,.N,2022,5,7904,1347,42,CERRADA
800715,1-,2022,5,7904,1347,40,CERRADA
801084,P+,2022,5,7913,1716,51,CERRADA
801819,Q-,2022,5,7935,2451,38,CERRADA
803095,Q+,2022,5,7981,1352,38,CERRADA
800721,A+,2022,5,7982,1353,58,CERRADA
801825,Z1,2022,5,7985,2457,53,CERRADA
800730,E1,2022,5,7993,1362,52,CERRADA
801977,L,2022,6,6,1004,25,CERRADA
801987,L-,2022,6,10,1008,38,CERRADA
801115,A,2022,6,28,1747,21,CERRADA
800043,8,2022,6,154,1042,21,CERRADA
802113,4,2022,6,172,1046,44,CERRADA
802130,.O,2022,6,200,1052,22,CERRADA
800437,6,2022,6,230,1069,32,CERRADA
800804,P5,2022,6,230,1436,42,CERRADA
802245,05,2022,6,249,1087,36,CERRADA
802280,04,2022,6,285,1098,36,CERRADA
803160,F1,2022,6,300,1124,23,CERRADA
802320,E1,2022,6,324,1110,43,CERRADA
801212,_P,2022,6,324,1844,34,CERRADA
800125,P4,2022,6,366,1124,37,CERRADA
800498,B-,2022,6,382,1130,40,CERRADA
800877,.I,2022,6,416,1509,25,CERRADA
802432,E2,2022,6,421,1145,29,CERRADA
800538,.E,2022,6,482,1170,20,CERRADA
802563,.P,2022,6,530,1188,20,CERRADA
800937,02,2022,6,636,1569,29,CERRADA
801311,P5,2022,6,644,1943,39,CERRADA
801695,J1,2022,6,667,2327,25,CERRADA
800619,EI,2022,6,739,1251,44,CERRADA
802812,E,2022,6,778,1265,37,CERRADA
802833,A3,2022,6,788,1271,39,CERRADA
801008,D+,2022,6,793,1640,39,CERRADA
801749,H1,2022,6,808,2381,29,CERRADA
801406,E1,2022,6,1074,2038,33,CERRADA
802953,.A,2022,6,1084,1309,41,CERRADA
801042,_M,2022,6,1084,1674,30,CERRADA
801411,H1,2022,6,1093,2043,22,CERRADA
800312,X,2022,6,1100,1311,43,CERRADA
802993,.A,2022,6,2009,1321,35,CERRADA
800693,R+,2022,6,3022,1325,32,CERRADA
801846,6-,2022,7,19,2478,19,CERRADA
802027,F2,2022,7,69,1019,18,CERRADA
800024,08,2022,7,80,1023,26,CERRADA
800121,P+,2022,7,360,1120,35,CERRADA
802515,1+,2022,7,482,1173,17,CERRADA
802558,Q-,2022,7,528,1185,35,CERRADA
800919,R1,2022,7,528,1551,24,CERRADA
801672,1,2022,7,637,2304,22,CERRADA
802653,L-,2022,7,654,1214,15,CERRADA
802707,9,2022,7,674,1233,17,CERRADA
800966,M+,2022,7,676,1598,18,CERRADA
802723,J2,2022,7,704,1238,28,CERRADA
802734,D-,2022,7,710,1240,35,CERRADA
802823,L+,2022,7,785,1267,29,CERRADA
801389,06,2022,7,967,2021,20,CERRADA
801757,N+,2022,7,968,2389,17,CERRADA
801409,F1,2022,7,1084,2041,34,CERRADA
802973,E1,2022,7,2002,1314,17,CERRADA
801797,D-,2022,7,3120,2429,23,CERRADA
801443,.T,2022,7,5010,2075,32,CERRADA
803091,P-,2022,7,7935,1353,17,CERRADA
801164,07,2022,8,216,1796,26,CERRADA
802203,.N,2022,8,235,1074,17,CERRADA
800835,A3,2022,8,289,1467,17,CERRADA
802402,05,2022,8,394,1137,18,CERRADA
803155,G,2022,8,472,1612,25,CERRADA
800216,A-,2022,8,655,1215,28,CERRADA
801364,N3,2022,8,777,1996,28,CERRADA
802820,R-,2022,8,781,1266,24,CERRADA
801779,.L,2022,8,1094,2411,30,CERRADA
801438,_R,2022,8,3669,2070,24,CERRADA
801989,_E,2023,1,11,1007,43,CERRADA
800747,P3,2023,1,27,1379,43,CERRADA
802031,_M,2023,1,71,1021,59,CERRADA
802037,A1,2023,1,74,1022,30,CERRADA
800034,15,2023,1,114,1033,43,CERRADA
800035,2,2023,1,116,1034,38,CERRADA
801505,13,2023,1,120,2137,58,CERRADA
801140,P,2023,1,123,1772,51,CERRADA
802094,G1,2023,1,147,1040,54,CERRADA
800413,S+,2023,1,172,1045,60,CERRADA
800048,A1,2023,1,193,1047,43,CERRADA
800426,.G,2023,1,211,1058,44,CERRADA
802162,06,2023,1,213,1062,32,CERRADA
802175,A,2023,1,219,1066,30,CERRADA
800799,N,2023,1,219,1431,61,CERRADA
800445,D-,2023,1,239,1077,62,CERRADA
802217,L-,2023,1,239,1079,34,CERRADA
801914,E4,2023,1,240,2546,40,CERRADA
800079,F,2023,1,240,1078,59,CERRADA
801548,_J,2023,1,241,2180,53,CERRADA
800460,M2,2023,1,280,1092,64,CERRADA
802272,G1,2023,1,283,1095,54,CERRADA
802286,M-,2023,1,288,1100,55,CERRADA
800855,M4,2023,1,360,1487,64,CERRADA
801961,A1,2023,1,368,2593,55,CERRADA
802383,5,2023,1,380,1131,46,CERRADA
802388,M1,2023,1,386,1131,33,CERRADA
802430,P4,2023,1,419,1145,41,CERRADA
800518,N-,2023,1,432,1150,36,CERRADA
802493,N,2023,1,458,1164,51,CERRADA
800533,_G,2023,1,460,1165,35,CERRADA
802513,_M,2023,1,482,1171,62,CERRADA
802519,M1,2023,1,502,1172,31,CERRADA
802524,D,2023,1,504,1175,40,CERRADA
800177,.K,2023,1,510,1176,52,CERRADA
802553,X,2023,1,524,1184,44,CERRADA
800186,01,2023,1,530,1185,64,CERRADA
800554,B+,2023,1,532,1186,51,CERRADA
800558,D1,2023,1,601,1190,56,CERRADA
800199,11,2023,1,620,1198,38,CERRADA
802630,_A,2023,1,640,1208,60,CERRADA
800210,6-,2023,1,644,1209,45,CERRADA
801312,Q-,2023,1,649,1944,32,CERRADA
802681,K2,2023,1,663,1224,46,CERRADA
800590,_I,2023,1,663,1222,35,CERRADA
802682,J2,2023,1,664,1223,56,CERRADA
802688,K3,2023,1,666,1225,37,CERRADA
802708,Z,2023,1,676,1231,60,CERRADA
803167,09,2023,1,712,2084,38,CERRADA
802736,6-,2023,1,712,1240,31,CERRADA
802758,Q,2023,1,732,1248,56,CERRADA
801359,L,2023,1,772,1991,51,CERRADA
801735,A+,2023,1,781,2367,60,CERRADA
803195,T+,2023,1,787,1313,58,CERRADA
801012,E2,2023,1,797,1644,30,CERRADA
801382,.A,2023,1,808,2014,40,CERRADA
800284,N2,2023,1,960,1283,44,CERRADA
800655,01,2023,1,967,1287,34,CERRADA
801759,O+,2023,1,970,2391,44,CERRADA
802903,10,2023,1,974,1292,59,CERRADA
801768,Y1,2023,1,1056,2400,59,CERRADA
802935,D3,2023,1,1065,1302,38,CERRADA
800683,L,2023,1,2003,1315,31,CERRADA
800692,Q+,2023,1,2036,1324,32,CERRADA
800699,_2,2023,1,3656,1331,63,CERRADA
803031,Z,2023,1,3657,1332,55,CERRADA
800701,_D,2023,1,3658,1333,46,CERRADA
800704,_M,2023,1,3669,1336,49,CERRADA
800338,_R,2023,1,3710,1337,63,CERRADA
800340,.B,2023,1,5007,1339,58,CERRADA
803066,A-,2023,1,5012,1343,57,CERRADA
801078,L-,2023,1,5012,1710,47,CERRADA
803166,A2,2023,1,7980,2426,50,CERRADA
801457,C,2023,1,7984,2089,57,CERRADA
801458,C1,2023,1,7985,2090,48,CERRADA
801826,_3,2023,1,7986,2458,42,CERRADA
800360,06,2023,1,7988,1359,43,CERRADA
803118,_C,2023,1,7988,1360,58,CERRADA
801464,EI,2023,1,7993,2096,34,CERRADA
803135,15,2023,1,7995,1366,63,CERRADA
803138,.I,2023,1,7999,1367,56,CERRADA
801101,.C,2023,1,9000,1733,61,CERRADA
801491,_H,2023,2,75,2123,38,CERRADA
802052,R1,2023,2,89,1026,44,CERRADA
801496,.F,2023,2,90,2128,28,CERRADA
802071,F+,2023,2,112,1032,29,CERRADA
800045,A,2023,2,170,1044,37,CERRADA
801150,_3,2023,2,196,1782,36,CERRADA
802177,A-,2023,2,220,1066,35,CERRADA
802184,A,2023,2,222,1068,29,CERRADA
