SECCION_ID_SECCION,SECCION_CURSO_ID_CURSO,SECCION_ANIO,SECCION_CICLO,PERIODO_ID_PERIODO,DIA_ID_DIA,SALON_ID_SALON,SALON_EDIFICIO_ID_EDIFICIO
802637,644,2022,1,35,1,26,4
802674,660,2022,1,28,1,5,2
802674,660,2022,1,35,1,5,2
802698,670,2022,1,28,1,69,10
802698,670,2022,1,35,1,69,10
802842,793,2022,1,28,1,100,6
802842,793,2022,1,35,1,100,6
803078,7902,2022,1,28,1,64,2
803078,7902,2022,1,35,1,64,2
803141,9000,2022,1,14,1,88,3
803141,9000,2022,1,56,1,88,3
803143,620,2022,1,28,1,96,2
803143,620,2022,1,35,1,96,2
803150,10,2022,1,28,1,59,6
803150,10,2022,1,35,1,59,6
800273,790,2022,2,7,6,19,2
800331,3606,2022,2,14,6,61,2
800610,720,2022,2,7,6,33,6
800729,7991,2022,2,7,6,68,2
800759,82,2022,2,14,6,20,12
800906,486,2022,2,7,6,86,2
801082,7904,2022,2,14,6,49,11
801123,74,2022,2,14,6,76,2
801268,462,2022,2,14,6,19,2
801372,788,2022,2,7,6,100,6
801510,152,2022,2,7,6,61,2
801511,154,2022,2,7,6,81,4
801588,358,2022,2,14,6,33,6
801656,550,2022,2,7,6,21,2
801658,585,2022,2,14,6,88,3
801815,7902,2022,2,7,6,89,6
801833,7995,2022,2,7,6,44,2
801891,208,2022,2,7,6,22,4
802121,193,2022,2,7,6,10,4
802129,200,2022,2,7,6,49,11
802264,280,2022,2,14,6,81,4
802273,283,2022,2,7,6,31,2
802427,418,2022,2,14,6,31,2
802492,456,2022,2,14,6,21,2
802739,712,2022,2,7,6,97,2
802776,767,2022,2,7,6,20,12
802786,770,2022,2,7,6,76,2
802809,777,2022,2,14,6,2,2
802821,781,2022,2,7,6,73,6
802965,1100,2022,2,7,6,93,11
803157,7994,2022,2,14,6,41,12
800326,3022,2022,3,14,5,31,2
800366,7999,2022,3,7,5,61,2
800633,780,2022,3,7,5,44,2
800841,316,2022,3,14,5,22,4
801000,780,2022,3,7,5,19,2
801416,2002,2022,3,7,5,100,6
801909,235,2022,3,14,5,19,2
802289,289,2022,3,7,5,73,6
802309,316,2022,3,7,5,91,11
802317,322,2022,3,14,5,100,6
802629,640,2022,3,7,5,81,4
802690,666,2022,3,7,5,89,6
803056,5008,2022,3,7,5,29,2
803124,7991,2022,3,7,5,33,6
800222,662,2022,4,7,6,73,6
800597,672,2022,4,7,6,44,2
800679,1100,2022,4,7,6,91,11
801072,3710,2022,4,7,6,19,2
801314,652,2022,4,7,6,29,2
801353,739,2022,4,7,6,33,6
801517,196,2022,4,14,6,61,2
801793,2036,2022,4,7,6,31,2
802065,103,2022,4,7,6,13,12
802240,248,2022,4,14,6,31,2
802282,286,2022,4,14,6,73,6
802284,286,2022,4,14,6,13,12
802619,637,2022,4,7,6,17,6
802817,780,2022,4,7,6,61,2
802950,1077,2022,4,7,6,49,11
803000,2025,2022,4,7,6,100,6
800005,9,2022,5,28,2,68,2
800005,9,2022,5,35,2,68,2
800013,27,2022,5,28,2,56,10
800013,27,2022,5,35,2,56,10
800014,28,2022,5,28,2,22,4
800014,28,2022,5,35,2,22,4
800156,440,2022,5,14,2,30,10
800156,440,2022,5,56,2,30,10
800163,455,2022,5,14,2,88,3
800163,455,2022,5,56,2,88,3
800220,659,2022,5,28,2,58,2
800220,659,2022,5,35,2,58,2
800307,1077,2022,5,28,2,81,4
800307,1077,2022,5,35,2,81,4
800328,3118,2022,5,14,2,20,12
800328,3118,2022,5,56,2,20,12
800348,7904,2022,5,14,2,41,12
800348,7904,2022,5,56,2,41,12
800429,214,2022,5,28,2,5,2
800429,214,2022,5,35,2,5,2
800467,288,2022,5,28,2,4,11
800467,288,2022,5,35,2,4,11
800715,7904,2022,5,28,2,93,11
800715,7904,2022,5,35,2,93,11
800721,7982,2022,5,14,2,56,10
800721,7982,2022,5,56,2,56,10
800730,7993,2022,5,28,2,84,2
800730,7993,2022,5,35,2,84,2
800741,11,2022,5,28,2,20,12
800741,11,2022,5,35,2,20,12
800789,206,2022,5,28,2,76,2
800789,206,2022,5,35,2,76,2
800964,672,2022,5,28,2,77,12
800964,672,2022,5,35,2,77,12
800968,700,2022,5,14,2,57,6
800968,700,2022,5,56,2,57,6
801039,1074,2022,5,14,2,77,12
801039,1074,2022,5,56,2,77,12
801050,2003,2022,5,28,2,100,6
801050,2003,2022,5,35,2,100,6
801055,2009,2022,5,28,2,85,2
801055,2009,2022,5,35,2,85,2
801084,7913,2022,5,14,2,67,12
801084,7913,2022,5,56,2,67,12
801197,283,2022,5,28,2,89,6
801197,283,2022,5,35,2,89,6
801230,371,2022,5,14,2,84,2
801230,371,2022,5,56,2,84,2
801327,666,2022,5,28,2,63,11
801327,666,2022,5,35,2,63,11
801430,3120,2022,5,28,2,6,6
801430,3120,2022,5,35,2,6,6
801441,5007,2022,5,28,2,92,1
801441,5007,2022,5,35,2,92,1
801611,416,2022,5,28,2,96,2
801611,416,2022,5,35,2,96,2
801650,522,2022,5,28,2,87,5
801650,522,2022,5,35,2,87,5
801706,707,2022,5,14,2,76,2
801706,707,2022,5,56,2,76,2
801712,722,2022,5,28,2,88,3
801712,722,2022,5,35,2,88,3
801716,734,2022,5,14,2,6,6
801716,734,2022,5,56,2,6,6
801721,767,2022,5,28,2,16,6
801721,767,2022,5,35,2,16,6
801780,1100,2022,5,28,2,41,12
801780,1100,2022,5,35,2,41,12
801784,2003,2022,5,28,2,7,6
801784,2003,2022,5,35,2,7,6
801819,7935,2022,5,28,2,86,2
801819,7935,2022,5,35,2,86,2
801825,7985,2022,5,28,2,15,2
801825,7985,2022,5,35,2,15,2
801876,150,2022,5,14,2,81,4
801876,150,2022,5,56,2,81,4
801916,242,2022,5,28,2,94,6
801916,242,2022,5,35,2,94,6
801935,288,2022,5,14,2,7,6
801935,288,2022,5,56,2,7,6
801938,302,2022,5,14,2,100,6
801938,302,2022,5,56,2,100,6
802039,75,2022,5,28,2,53,10
802039,75,2022,5,35,2,53,10
802050,84,2022,5,14,2,79,7
802050,84,2022,5,56,2,79,7
802072,112,2022,5,28,2,95,2
802072,112,2022,5,35,2,95,2
802085,120,2022,5,28,2,30,10
802085,120,2022,5,35,2,30,10
802128,200,2022,5,28,2,57,6
802128,200,2022,5,35,2,57,6
802176,220,2022,5,14,2,4,11
802176,220,2022,5,56,2,4,11
802232,244,2022,5,28,2,67,12
802232,244,2022,5,35,2,67,12
802251,252,2022,5,14,2,68,2
802251,252,2022,5,56,2,68,2
802292,300,2022,5,28,2,66,10
802292,300,2022,5,35,2,66,10
802301,311,2022,5,14,2,48,8
802301,311,2022,5,56,2,48,8
802405,396,2022,5,28,2,99,2
802405,396,2022,5,35,2,99,2
802453,433,2022,5,28,2,72,11
802453,433,2022,5,35,2,72,11
802490,456,2022,5,28,2,97,2
802490,456,2022,5,35,2,97,2
802534,510,2022,5,28,2,14,6
802534,510,2022,5,35,2,14,6
802609,632,2022,5,14,2,58,2
802609,632,2022,5,56,2,58,2
802632,642,2022,5,14,2,99,2
802632,642,2022,5,56,2,99,2
802660,656,2022,5,14,2,85,2
802660,656,2022,5,56,2,85,2
802666,658,2022,5,28,2,2,2
802666,658,2022,5,35,2,2,2
802730,708,2022,5,28,2,48,8
802730,708,2022,5,35,2,48,8
802836,789,2022,5,28,2,39,6
802836,789,2022,5,35,2,39,6
802861,799,2022,5,28,2,27,10
802861,799,2022,5,35,2,27,10
802868,870,2022,5,28,2,74,4
802868,870,2022,5,35,2,74,4
802886,966,2022,5,28,2,79,7
802886,966,2022,5,35,2,79,7
802978,2003,2022,5,14,2,63,11
802978,2003,2022,5,56,2,63,11
803025,3606,2022,5,28,2,21,2
803025,3606,2022,5,35,2,21,2
803028,3656,2022,5,28,2,36,2
803028,3656,2022,5,35,2,36,2
803095,7981,2022,5,14,2,93,11
803095,7981,2022,5,56,2,93,11
803172,82,2022,5,28,2,54,2
803172,82,2022,5,35,2,54,2
800043,154,2022,6,7,6,44,2
800125,366,2022,6,7,6,2,2
800312,1100,2022,6,7,6,20,12
800437,230,2022,6,7,6,81,4
800498,382,2022,6,7,6,68,2
800538,482,2022,6,7,6,73,6
800619,739,2022,6,7,6,76,2
800693,3022,2022,6,14,6,81,4
800804,230,2022,6,7,6,41,12
800877,416,2022,6,7,6,31,2
800937,636,2022,6,7,6,100,6
801008,793,2022,6,14,6,68,2
801042,1084,2022,6,14,6,100,6
801115,28,2022,6,7,6,91,11
801212,324,2022,6,14,6,88,3
801311,644,2022,6,7,6,93,11
801406,1074,2022,6,7,6,89,6
801411,1093,2022,6,7,6,19,2
801695,667,2022,6,7,6,13,12
801749,808,2022,6,7,6,88,3
801977,6,2022,6,7,6,29,2
801987,10,2022,6,7,6,86,2
802113,172,2022,6,7,6,6,6
802130,200,2022,6,7,6,33,6
802245,249,2022,6,7,6,58,2
802280,285,2022,6,7,6,53,10
802320,324,2022,6,7,6,48,8
802432,421,2022,6,7,6,22,4
802563,530,2022,6,7,6,17,6
802812,778,2022,6,7,6,46,4
802833,788,2022,6,7,6,97,2
802953,1084,2022,6,7,6,32,6
802993,2009,2022,6,7,6,27,10
803160,300,2022,6,7,6,61,2
800024,80,2022,7,7,5,29,2
800121,360,2022,7,14,5,22,4
800919,528,2022,7,7,5,19,2
800966,676,2022,7,14,5,73,6
801389,967,2022,7,7,5,73,6
801409,1084,2022,7,7,5,88,3
801443,5010,2022,7,7,5,81,4
801672,637,2022,7,7,5,44,2
801757,968,2022,7,14,5,44,2
801797,3120,2022,7,14,5,19,2
801846,19,2022,7,7,5,91,11
802027,69,2022,7,7,5,33,6
802515,482,2022,7,14,5,91,11
802558,528,2022,7,7,5,22,4
802653,654,2022,7,7,5,31,2
802707,674,2022,7,7,5,13,12
802723,704,2022,7,7,5,61,2
802734,710,2022,7,14,5,58,2
802823,785,2022,7,14,5,100,6
802973,2002,2022,7,7,5,17,6
803091,7935,2022,7,7,5,49,11
800216,655,2022,8,7,7,61,2
800835,289,2022,8,7,7,73,6
801164,216,2022,8,7,7,29,2
801364,777,2022,8,14,7,61,2
801438,3669,2022,8,14,7,19,2
801779,1094,2022,8,7,7,100,6
802203,235,2022,8,14,7,73,6
802402,394,2022,8,7,7,44,2
802820,781,2022,8,7,7,19,2
803155,472,2022,8,7,7,31,2
800034,114,2023,1,28,1,20,12
800034,114,2023,1,35,1,20,12
800035,116,2023,1,28,1,68,2
800035,116,2023,1,35,1,68,2
800048,193,2023,1,28,1,41,12
800048,193,2023,1,35,1,41,12
800079,240,2023,1,28,1,56,10
800079,240,2023,1,35,1,56,10
800177,510,2023,1,28,1,84,2
800177,510,2023,1,35,1,84,2
