CODIGO,NOMBRE,CREDITOS,SEMESTRE,CODIGO_PRERREQUISITO,TIPO
0232,Electrónica 1,6,1,0462,OBLIGATORIO
0736,Análisis Probabilístico,4,1,0732,OBLIGATORIO
0008,Idioma Técnico 2,2,1,0006,OPCIONAL
0022,Psicología Industrial,3,1,090CR,OPCIONAL
0120,Matemática Aplicada 2,6,1,0118,OPCIONAL
0650,Contabilidad 1,3,1,90CR,OPCIONAL
0739,Didáctica de la Matemática,2,1,,OPCIONAL
3664,Legislación 2 (diplomado),0,1,3662,OPCIONAL
0230,Instrumentación Eléctrica,6,1,0206,OBLIGATORIO
0230,Instrumentación Eléctrica,6,1,0732,OBLIGATORIO
0240,Electrónica 2,6,1,0156,OBLIGATORIO
0240,Electrónica 2,6,1,0206,OBLIGATORIO
0240,Electrónica 2,6,1,0232,OBLIGATORIO
0242,Comunicaciones 1,6,1,0210,OBLIGATORIO
0242,Comunicaciones 1,6,1,0232,OBLIGATORIO
0242,Comunicaciones 1,6,1,0206,OBLIGATORIO
0242,Comunicaciones 1,6,1,0736,OBLIGATORIO
0246,Electrónica 3,6,1,0232,OBLIGATORIO
2036,Prácticas Intermedias,0,1,2025,OBLIGATORIO
2036,Prácticas Intermedias,0,1,0232,OBLIGATORIO
2036,Prácticas Intermedias,0,1,0210,OBLIGATORIO
2036,Prácticas Intermedias,0,1,0206,OBLIGATORIO
0009,Idioma Técnico 3,2,1,0008,OPCIONAL
0212,Conversión de Energía Electromecánica 1,5,1,0204,OPCIONAL
0212,Conversión de Energía Electromecánica 1,5,1,0210,OPCIONAL
0808,Métodos Matematicos de Física 1,5,1,0120,OPCIONAL
0211,Teoría Electromagnética 2,5,1,0210,OBLIGATORIO
0234,Electrónica 4,6,1,0240,OBLIGATORIO
0244,Comunicaciones 2,6,1,0242,OBLIGATORIO
0248,Electrónica 5,6,1,0246,OBLIGATORIO
0980,Proyectos de Computación Aplicada a I.E.,3,1,(0796,OBLIGATORIO
0980,Proyectos de Computación Aplicada a I.E.,3,1,|0991),OBLIGATORIO
0980,Proyectos de Computación Aplicada a I.E.,3,1,160CR,OBLIGATORIO
7913,Seminario de Investigación Electrónica,4,1,200CR,OBLIGATORIO
0011,Idioma Técnico 4,2,1,0009,OPCIONAL
0122,Matemática Aplicada 4,4,1,0118,OPCIONAL
0218,Líneas de Transmisión,5,1,0204,OPCIONAL
0218,Líneas de Transmisión,5,1,0210,OPCIONAL
0288,Introducción al Estudio de Impacto Ambiental,4,1,190CR,OPCIONAL
0700,Ingeniería Económica 1,5,1,0732,OPCIONAL
0233,Electrónica Aplicada 1,5,1,0234,OBLIGATORIO
0233,Electrónica Aplicada 1,5,1,0248,OBLIGATORIO
0236,Sistemas de Control 1,6,1,0232,OBLIGATORIO
0245,Comunicaciones 3,6,1,0244,OBLIGATORIO
0249,Electrónica 6,6,1,0248,OBLIGATORIO
0969,Telecomunicaciones y Redes Locales,4,1,0244,OBLIGATORIO
7988,Seminario de Investigación E.P.S. Electrónica,4,1,225CR,OBLIGATORIO
0001,Ética Profesional,4,1,200CR,OPCIONAL
0214,Máquinas Eléctricas,6,1,0206,OPCIONAL
0214,Máquinas Eléctricas,6,1,0212,OPCIONAL
0601,Investigación de Operaciones I,5,1,0991,OPCIONAL
0706,Preparación y Evaluación de Proyectos 1,4,1,0700,OPCIONAL
0706,Preparación y Evaluación de Proyectos 1,4,1,190CR,OPCIONAL
0209,Instalación de Equipos Electrónicos,5,1,0249,OBLIGATORIO
0235,Robótica,5,1,0249,OBLIGATORIO
0239,Electrónica Aplicada 2,5,1,0249,OBLIGATORIO
0239,Electrónica Aplicada 2,5,1,0233,OBLIGATORIO
0241,Radiocomunicaciones Terrestres,5,1,0211,OBLIGATORIO
0243,Comunicaciones 4,5,1,0245,OBLIGATORIO
2013,Prácticas Finales Ingeniería Electrónica,0,1,2036,OBLIGATORIO
2013,Prácticas Finales Ingeniería Electrónica,0,1,200CR,OBLIGATORIO
0238,Automatización Industrial,6,1,0214,OPCIONAL
0335,Gestión de Desastres,3,1,0706,OPCIONAL
0656,Administración de Empresas 1,5,1,150CR,OPCIONAL
0658,Administración de Personal,3,1,0022,OPCIONAL
0708,Preparación y Evaluación de Proyectos 2,4,1,0706,OPCIONAL
3657,Administración de Empresas 2 (diplomado),0,1,0656,OPCIONAL
